size,room,year,floor,top_floor,price
98,2,2012,14,15,30000000
96,3,1976,5,7,37500000
51,2,1981,5,5,16500000
65,2,1968,2,4,26500000
86,3,2007,3,18,33500000
96,4,1968,4,6,38500000
66,2,2017,4,10,23600000
62,2,1987,2,5,20800000
40,2,1963,4,4,14000000
70,3,1961,3,4,24350000
113,3,2008,8,9,29000000
51,2,1982,4,5,20000000
337,4,2009,2,20,105000000
52,2,1979,5,5,17850000
85,4,1984,5,5,25500000
58,2,2007,19,20,20500000
53,2,1989,1,5,20500000
48,2,1960,2,4,22500000
45,2,1968,3,4,14388000
65,3,1991,3,9,25350000
140,3,2013,5,10,43000000
60,3,1967,1,2,16700000
50,2,1989,3,5,18500000
50,2,1979,4,5,20000000
53,2,1971,4,4,18500000
70,2,1984,15,18,26000000
62,2,1986,2,5,21000000
57,3,1973,2,4,20000000
52,2,1984,3,5,20350000
54,2,1985,3,9,17500000
336,6,2007,2,22,105000000
70,3,1996,6,9,25300000
101,3,2009,4,15,44000000
56,2,1968,4,4,20000000
53,2,1981,4,5,18500000
50,2,1990,3,5,15350000
57,2,2001,5,10,22300000
52,2,1987,3,5,23000000
54,2,1983,5,9,15000000
52,2,1993,4,9,22700000
63,3,1962,3,4,18800000
78,4,1986,5,5,21700000
53,2,1983,5,5,14850000
48,2,1971,2,5,17000000
49,2,1996,2,9,17417000
14,1,1979,2,5,4300000
53,2,1981,4,5,18000000
57,2,1986,3,9,21500000
70,3,1973,3,9,29999999
60,2,1985,8,9,19500000
51,2,1983,3,5,16700000
31,1,1979,3,5,9600000
55,2,1986,3,5,20000000
140,3,2008,12,13,51000000
54,2,1990,4,5,28000000
220,5,2015,5,12,155000000
75,4,1986,3,5,22000000
93,3,2011,3,12,35000000
66,3,1973,5,5,27000000
43,2,1978,1,5,14800000
113,3,2009,9,10,45000000
50,2,1963,2,3,15000000
110,3,2012,9,9,41000000
63,2,1987,5,5,21000000
32,1,1985,3,4,13000000
63,3,1974,3,4,17000000
220,5,2007,9,14,107000000
33,1,2014,2,5,13200000
72,3,1986,7,9,23500000
65,3,1978,2,5,20000000
58,1,2009,8,9,17500000
53,2,1980,5,5,18000000
40,1,2011,12,22,15500000
87,3,2017,5,12,32500000
132,4,2014,14,16,48000000
75,3,1993,7,9,36000000
63,3,1980,3,5,20000000
95,4,2011,7,9,34500000
50,2,1981,4,5,17000000
80,3,2011,7,22,29500000
121,3,2016,4,13,39500000
48,2,1960,2,4,22500000
66,3,1973,4,5,20250000
53,2,1994,2,5,16800000
80,2,2008,3,9,26000000
36,1,1956,3,4,11500000
38,2,1963,2,2,15750000
51,2,1988,4,5,23350000
45,2,1981,3,4,14900000
42,1,2000,5,9,14800000
63,2,1986,2,5,21000000
42,1,1986,1,5,17300000
67,3,1985,6,9,20500000
48,1,2000,4,5,16500000
60,3,1975,3,5,19000000
63,3,1979,4,5,19300000
49,2,1968,4,4,18000000
265,5,2005,6,7,197000000
48,2,1980,2,5,21500000
63,3,1979,2,5,22000000
53,2,1981,4,5,18000000
63,3,1978,4,5,19350000
70,3,1986,4,5,33000000
50,2,1979,4,5,15000000
72,3,1978,2,5,29500000
63,3,1983,2,5,19600000
53,2,1983,5,5,14800000
60,2,1985,8,9,19800000
44,2,1967,3,4,13500000
48,2,1971,2,5,17300000
78,3,1988,3,6,27000000
52,2,1987,3,5,23000000
51,2,1987,5,5,16750000
58,2,2007,19,20,21000000
54,2,1983,5,5,15350000
50,2,1992,4,9,21350000
55,2,1984,2,5,16650000
66,2,2011,4,9,23800000
100,3,2008,8,12,35500000
33,1,1980,4,5,12000000
15,1,1979,3,5,4500000
87,3,1967,4,7,32000000
63,2,2012,6,22,23500000
52,2,1981,4,5,18300000
50,2,1963,2,3,14800000
53,2,1981,4,5,18500000
60,2,1985,2,5,18424000
48,2,1994,2,5,16800000
80,2,1988,6,9,32000000
54,2,1968,3,4,23500000
68,3,1986,6,9,23359000
50,2,1988,8,9,22100000
72,3,1980,4,5,29300000
56,2,2012,8,21,19000000
48,2,1978,4,4,25000000
54,2,1983,5,9,15000000
155,4,2014,14,16,37000000
52,2,1978,6,7,15750000
65,3,1984,2,5,21000000
69,3,1984,3,5,22000000
75,4,1979,4,5,24000000
56,2,1985,4,9,19500000
70,3,1992,3,9,29500000
65,3,1985,8,9,23700000
70,3,1988,1,5,18500000
44,2,1978,4,5,15500000
52,2,1981,4,5,23500000
300,7,2005,5,6,140000000
350,8,2007,18,19,114800000
140,3,2007,16,19,59040000
56,2,1987,6,9,18000000
53,2,1980,8,9,18000000
12,1,1984,4,5,4100000
70,3,1988,6,9,18900000
51,2,1989,2,5,21800000
147,3,2015,4,12,49856000
53,2,1986,5,5,14700000
60,3,1972,1,4,16000000
50,2,1988,5,5,22500000
53,2,1989,9,9,17850000
100,3,2008,10,12,41000000
40,2,1963,4,4,15350000
39,1,1985,6,9,14000000
50,2,1963,2,3,14800000
77,3,1977,3,5,28500000
40,2,1966,3,4,12500000
39,1,1989,8,9,13000000
67,3,1970,3,4,18500000
43,2,1980,2,5,15350000
45,2,1966,4,4,13350000
73,2,2008,20,20,24000000
43,2,1965,1,4,14650000
336,6,2007,2,22,105000000
136,3,2004,8,20,38500000
53,2,1982,2,5,13300000
45,2,1962,4,4,13400000
53,2,1983,5,5,14850000
45,2,1981,5,5,14000000
80,3,1989,9,12,24300000
80,2,1988,6,9,32000000
58,2,1977,8,8,27000000
43,2,1974,5,5,12500000
160,5,1981,4,5,55104000
38,2,1962,2,4,11850000
63,3,1979,4,5,19300000
65,3,1989,5,5,23800000
43,2,1975,4,4,14350000
75,3,1988,3,6,26850000
63,3,1979,4,5,19300000
52,2,1981,4,5,18300000
53,2,1982,7,9,17500000
66,3,1981,6,9,22350000
31,1,1987,1,5,11000000
140,3,2007,16,19,59040000
24,1,1979,2,4,7700000
73,4,1973,4,5,22300000
24,2,1979,4,5,6300000
53,2,1985,2,9,19000000
31,1,1978,1,5,9000000
75,3,1987,5,9,26800000
48,2,1971,2,5,17000000
100,2,2012,14,15,30000000
85,4,1977,2,5,32000000
53,2,1983,8,9,22000000
31,1,1975,2,5,10500000
75,4,1982,4,4,23000000
44,1,2003,4,9,13000000
65,2,2017,6,10,23269290
87,3,2017,5,12,32500000
90,4,1966,3,4,32000000
82,3,2018,9,10,32000000
57,2,2001,5,9,22300000
156,4,2008,3,18,85000000
70,3,1980,4,9,25000000
51,2,1982,4,5,20000000
50,2,1982,3,5,17133000
63,3,1980,3,5,20000000
95,4,2011,7,9,34500000
54,2,2010,22,22,22400000
38,1,1987,5,5,9800000
80,3,1979,2,4,28350000
74,3,1990,10,10,20300000
31,1,1982,2,5,12700000
100,4,1992,3,9,36500000
40,1,1984,4,5,14500000
31,1,1965,4,4,10500000
50,2,1979,4,5,20000000
56,2,1977,4,7,18000000
70,3,1987,8,9,28400000
54,2,1985,3,9,17500000
160,4,2008,5,18,80000000
59,2,1977,4,7,21000000
20,1,1983,3,5,5500000
70,3,1996,3,13,19350000
67,2,2011,19,21,21000000
93,3,2011,3,12,35000000
49,2,1968,4,4,18250000
113,3,1970,6,7,40000000
74,4,1971,3,4,24000000
76,4,1984,11,12,22500000
79,2,2011,5,14,39990000
50,2,1979,4,5,20100000
135,3,2005,13,16,67200000
66,2,2011,4,9,23800000
41,1,1979,3,4,11500000
87,3,2007,15,18,26900000
40,1,1980,9,9,13000000
66,2,2012,14,21,21800000
52,2,1985,6,9,18800000
56,2,1977,4,7,18000000
40,2,1978,1,5,10000000
45,2,1970,2,4,14850000
57,2,1986,3,9,21000000
51,2,1983,3,5,16300000
53,2,1983,5,5,18700000
40,2,1963,4,4,15350000
50,2,1991,3,5,24000000
83,3,1980,2,5,43500000
56,3,1981,1,5,13800000
50,2,1980,5,5,23500000
113,3,2009,9,10,45000000
86,2,2013,8,15,27500000
79,4,1975,3,5,32000000
53,2,1990,2,5,16355000
54,2,1985,3,9,17500000
53,2,1980,5,5,18000000
57,2,2001,5,10,22300000
53,2,1983,5,5,14850000
68,3,1994,1,5,18500000
61,3,1980,4,5,16350000
40,2,1966,3,4,12500000
76,4,1979,4,5,23500000
77,3,1986,7,9,23000000
74,4,1976,4,5,25000000
83,3,1980,2,5,43500000
43,2,1980,2,5,15350000
68,3,1994,1,5,17300000
129,4,2015,7,16,69000000
45,2,1966,4,4,13350000
68,3,1986,1,9,20000000
43,2,1978,1,5,14000000
57,2,1986,3,9,21000000
58,3,1969,1,4,16000000
38,1,1986,5,5,12900000
46,2,1965,4,4,12500000
110,3,2012,9,9,41000000
55,2,1979,2,5,24000000
58,3,1970,2,4,18350000
30,1,1969,5,5,11550000
70,3,1993,4,9,30000000
64,3,1982,4,5,18300000
80,3,2011,7,22,29500000
75,2,2016,6,7,36500000
56,2,1982,5,5,23500000
64,3,1988,1,9,26000000
60,3,1980,4,5,18850000
63,2,2012,6,22,23500000
58,3,1977,4,5,18500000
34,1,1991,2,5,17000000
78,3,1978,6,9,35000000
61,3,1972,3,4,19300000
65,3,1978,2,5,20000000
39,1,1955,4,4,13000000
45,2,1971,3,4,16000000
40,1,1984,4,5,14500000
66,3,1973,4,5,20250000
66,3,1974,1,5,15800000
45,2,1962,4,4,13400000
62,3,1973,2,5,19000000
43,2,1973,4,5,15350000
65,3,1978,1,5,22740000
61,3,1978,5,5,17850000
31,1,1972,1,4,11000000
40,2,1965,3,4,19500000
56,3,1975,5,5,15000000
125,4,2015,9,13,29200000
45,2,1957,1,2,17000000
45,2,1963,1,4,14850000
220,5,2007,9,14,107000000
58,3,1974,2,4,19500000
45,2,1981,5,5,14000000
43,2,1974,5,5,12500000
53,2,1980,5,5,17500000
38,2,1962,2,4,11850000
55,3,1979,5,5,14900000
43,2,1975,4,4,14350000
274,5,2006,9,10,130000000
12,1,1984,4,5,4500000
50,2,1979,4,5,20000000
55,2,1970,2,5,18900000
67,3,1970,3,4,18100000
31,1,1974,2,5,10500000
31,1,1981,1,9,12300000
53,2,1983,8,9,22000000
50,2,1979,1,5,15500000
45,2,1975,4,5,14000000
62,3,1980,4,5,21500000
38,1,1978,4,5,17000000
50,2,1977,8,8,19000000
20,1,2014,1,9,9000000
45,1,2011,4,20,18300000
53,2,1983,3,5,17300000
40,2,1963,2,4,14000000
36,1,1980,4,5,15792000
45,2,1975,3,5,16500000
28,1,1970,1,4,9700000
69,3,2000,4,6,27000000
58,1,2009,8,9,17500000
145,3,2012,17,21,31500000
70,3,1996,4,5,30000000
43,2,1983,4,5,14000000
73,3,1989,2,9,22043000
53,2,1982,3,5,16500000
45,2,1980,4,5,16850000
42,2,1970,4,4,14700000
57,2,1986,3,9,21000000
45,2,1970,2,4,14850000
40,1,1985,7,9,13000000
40,2,1963,4,4,15350000
130,4,1960,3,3,59000000
45,2,1973,4,5,16000000
50,2,1963,2,3,14800000
40,2,1966,3,4,12500000
83,4,1975,2,5,28000000
73,3,1986,4,5,25500000
70,3,1980,5,5,24920400
43,2,1980,2,5,15350000
45,2,1966,4,4,13350000
40,1,1982,5,9,13600000
43,2,1965,1,4,14650000
40,1,1981,5,9,12200000
82,4,1986,3,5,25300000
45,2,1962,4,4,13400000
45,2,1981,5,5,14000000
45,2,1983,2,5,14000000
63,2,1978,7,8,38000000
43,2,1974,5,5,12500000
83,3,1980,2,5,43500000
70,3,1980,2,5,27800000
56,3,1970,4,4,15900000
38,2,1962,2,4,11850000
54,2,1986,6,9,17500000
58,3,1968,1,4,16200000
40,1,1985,6,9,14000000
35,1,1992,5,5,13000000
43,2,1975,4,4,14350000
87,4,1964,4,4,34500000
31,1,1972,1,4,11000000
110,3,1975,2,5,45000000
220,5,2007,9,14,107000000
42,2,1973,5,5,13800000
49,2,1985,4,5,19000000
65,2,2012,7,9,23300000
73,3,1989,3,9,26800000
43,2,1974,5,5,12600000
70,3,1992,3,9,30300000
41,2,1964,3,4,18000000
36,1,1986,4,5,13400000
60,2,2013,9,10,29999999
60,3,1960,2,4,21320000
40,1,1984,4,5,14500000
64,3,1981,4,5,17300000
45,2,1963,1,4,14850000
34,1,1980,4,5,14300000
65,3,1978,5,5,18500000
70,3,1979,1,9,23500000
57,3,1987,1,5,19850000
126,3,2012,7,18,42000000
56,3,1981,2,5,17350000
136,3,2004,8,20,38500000
55,1,2012,3,15,17600000
57,3,1980,1,5,19250000
88,2,2012,6,15,27700000
33,1,1968,4,4,12200000
58,3,1980,1,4,15350000
62,3,1966,5,5,17650000
33,2,1977,2,4,10000000
75,3,1987,5,9,27000000
59,3,1965,4,4,15850000
54,3,1974,1,5,17000000
59,2,1980,2,4,18700000
65,3,1975,2,5,18850000
64,3,1974,1,5,18350000
60,3,1980,4,5,21350000
56,3,1984,5,5,14432000
50,2,1980,4,5,19000000
70,3,1986,7,9,23500000
73,4,1973,4,5,22000000
68,3,1987,7,9,24000000
136,3,2007,13,18,80000000
55,3,1976,5,5,15000000
42,1,1979,2,9,14300000
50,2,1991,4,9,21350000
39,1,1990,8,9,13700000
154,4,2008,7,19,92000000
54,2,1964,4,4,19999999
33,1,1963,3,4,10500000
40,1,1984,4,5,14000000
35,1,1988,2,5,13700000
82,4,1977,2,5,29000000
122,3,2009,11,19,47000000
32,1,1972,4,5,12000000
215,4,2014,4,6,355000000
110,3,2009,5,12,37300000
31,1,1987,1,5,11000000
33,1,1978,4,5,12400000
63,3,1983,2,5,19000000
46,1,1995,1,5,18000000
40,1,1977,6,8,14300000
70,3,1989,1,9,21000000
31,1,1987,1,5,11000000
60,3,1984,2,5,19000000
152,4,2013,2,9,41000000
47,2,1987,4,5,18000000
70,3,1982,4,5,31000000
32,1,1972,5,5,12000000
43,2,1978,5,5,15000000
31,1,1976,1,5,10500000
79,2,2011,5,14,39999000
48,2,1987,3,5,16300000
45,2,1975,4,5,15600000
62,3,1975,2,5,19300000
66,3,2012,16,21,22300000
55,2,1970,2,5,20500000
85,2,2015,2,15,32434400
66,2,2007,8,9,20000000
52,2,1980,3,5,23944000
44,2,1980,4,4,14000000
116,3,2015,8,16,45300000
85,2,2013,8,15,24500000
147,3,2015,8,15,54678250
42,2,1977,5,5,14300000
45,2,1976,1,5,14900000
59,1,2015,3,15,22726800
50,2,1994,5,5,15500000
54,2,1985,3,9,17300000
52,2,1981,4,5,17500000
117,3,2015,8,16,43371900
72,2,2014,3,18,25000000
70,1,2015,5,15,27002520
74,3,1977,2,5,26200000
43,2,1974,5,5,12500000
33,1,1973,1,4,9000000
52,2,1994,3,5,16000000
73,2,2008,3,20,23400000
43,2,1974,5,5,12000000
55,1,2015,15,15,21340080
45,2,1976,3,5,15300000
53,2,1993,2,5,17000000
31,1,1963,2,4,10500000
26,1,1977,3,9,13500000
44,2,1978,4,5,13000000
33,1,1971,5,5,10500000
50,2,1985,5,5,17056000
31,1,1974,2,5,10500000
31,1,1987,1,5,11000000
31,1,1972,4,4,12200000
31,1,1978,1,5,10500000
46,2,1989,4,5,14500000
35,1,1988,2,5,14000000
74,3,1989,4,5,33000000
53,2,2012,17,18,20850000
31,1,1974,2,4,11000000
152,4,2004,7,9,46904000
90,3,1972,1,5,35900000
31,1,1976,1,5,10500000
56,3,1969,3,4,16000000
31,1,1987,1,5,11000000
31,1,1979,4,5,9900000
53,2,2015,10,18,19850000
42,2,1988,1,5,16000000
100,3,2007,5,7,41999999
31,1,1978,1,5,9500000
70,3,1995,5,9,32300000
147,4,2009,15,18,102900000
50,2,1969,4,5,17800000
60,2,1990,4,9,18999999
36,1,1956,3,4,11600000
90,4,1966,3,4,31000000
57,3,1978,5,5,15500000
53,2,1980,5,5,18500000
83,3,1980,2,5,43500000
58,3,1972,1,5,15900000
43,2,1974,5,5,12300000
40,1,1978,9,9,12300000
90,4,1977,4,5,33500000
58,3,1969,2,4,19000000
68,3,1991,5,5,29520000
40,1,2004,7,10,14800000
85,3,1975,2,5,34000000
78,3,1978,2,5,26500000
216,4,2013,4,6,325000000
55,2,1985,5,5,18200000
33,1,1972,2,5,11500000
65,3,1973,4,5,20000000
57,2,1986,4,5,25300000
96,4,1993,3,5,45550000
59,3,1975,5,5,17500000
53,2,1989,9,9,17850000
72,4,1974,4,5,21200000
57,2,2012,13,21,20500000
67,3,1970,3,4,18500000
33,1,1979,4,5,9800000
53,2,1981,4,5,18800000
115,3,2014,6,8,59200000
50,2,1980,5,5,17500000
34,1,1981,1,9,12300000
115,2,2013,5,10,41580000
30,1,1980,4,5,10800000
147,3,2015,4,12,49856000
43,1,2012,14,21,13999999
42,1,1993,9,9,11200000
49,2,2012,13,15,15000000
30,1,1969,4,4,13000000
67,3,1979,5,5,22900000
24,2,1977,5,5,6200000
58,2,1988,8,8,30000000
38,1,1976,4,5,13000000
52,2,1981,5,5,17500000
54,2,1986,7,9,17000000
36,1,1956,3,4,11500000
35,1,1988,6,6,12000000
40,1,1982,8,9,17000000
43,2,1963,1,4,15300000
41,1,1981,1,13,12700000
41,1,1990,6,9,14300000
33,1,1973,1,4,9000000
59,3,1964,4,4,15800000
62,3,1978,4,5,20000000
60,2,1980,5,5,25000000
43,1,1989,9,9,14200000
85,4,1983,5,5,26500000
60,2,1985,2,5,18700000
37,1,1984,2,5,19000000
36,1,1956,3,4,11600000
33,1,1980,5,5,11000000
72,3,1958,3,3,30000000
72,3,1958,3,3,30000000
76,4,1984,11,12,22500000
61,3,1974,2,5,19000000
13,1,1986,2,5,3900000
54,3,1975,4,5,20400000
31,1,1979,4,5,10500000
50,2,1981,5,5,19500000
58,3,1964,3,4,16300000
48,2,1984,1,4,14036000
31,1,1979,3,5,9800000
30,1,1957,2,2,5700000
30,1,1965,3,4,10500000
60,3,1972,1,4,16000000
40,1,1980,5,9,16500000
45,2,2015,3,5,28000000
36,1,1979,3,5,17500000
70,3,1985,1,5,28000000
40,1,1977,6,8,14300000
60,3,1978,5,5,16300000
35,1,1985,4,5,14500000
42,1,1985,3,5,14500000
31,1,1974,2,4,11000000
40,1,1972,5,5,17000000
36,1,1956,3,4,11600000
40,1,1989,8,9,13800000
62,2,1987,2,5,21800000
52,2,1983,4,5,18000000
68,3,1968,4,4,17700000
42,1,1979,2,9,14300000
40,1,1978,9,9,12300000
40,2,1962,4,4,14900000
87,4,1978,1,5,25000000
32,2,1978,5,5,14200000
39,1,1990,2,9,13800000
39,1,1964,2,3,11800000
44,1,1987,5,5,14000000
57,3,1974,5,5,15000000
32,1,1972,2,5,12000000
40,1,1978,9,9,12300000
30,1,1972,2,5,11800000
39,1,1964,2,3,11800000
38,1,1986,5,5,14500000
44,1,1987,5,5,14000000
90,4,1993,6,9,33000000
31,1,1963,2,4,12000000
41,2,1963,2,4,14000000
40,1,1984,4,5,14200000
31,1,1969,4,4,9600000
40,1,1980,5,9,16500000
30,1,1970,3,4,12000000
36,1,1979,3,5,17500000
56,2,2015,7,21,18000000
49,2,1960,2,4,23500000
48,2,1982,4,5,16500000
50,2,1971,2,5,17000000
78,2,1978,5,7,31300000
42,1,1985,3,5,14500000
56,2,1986,5,5,17900000
32,1,1978,1,5,11000000
70,3,1980,2,5,31000000
30,1,1965,2,4,11600000
43,2,1980,1,5,14800000
65,3,1979,2,5,23500000
87,4,1978,1,5,25000000
220,5,2015,5,12,155000000
52,2,1985,6,9,18350000
100,3,2017,9,12,35000000
68,3,1987,5,5,16000000
39,1,1964,2,3,11800000
100,3,1978,7,8,38500000
58,3,1976,5,5,14800000
42,1,1973,2,5,15300000
19,1,1956,2,3,5000000
44,1,1987,5,5,14000000
50,2,1979,4,5,20100000
50,2,1963,2,3,15900000
63,3,1974,1,5,17800000
100,4,1992,3,9,36000000
45,2,1972,2,4,16300000
36,1,1950,2,2,13300000
57,2,1981,4,5,18000000
41,1,1985,8,9,14300000
31,1,1974,2,4,11000000
40,1,2000,5,9,14800000
40,1,1995,7,9,15300000
42,2,1983,5,5,14000000
39,1,1985,8,9,14500000
30,1,1970,5,5,11500000
58,3,1972,1,5,15900000
47,1,1983,5,5,15300000
32,1,1970,1,4,21000000
35,1,1982,5,5,12500000
63,3,1978,3,5,19500000
33,1,1992,3,5,12300000
38,1,1986,5,5,14500000
46,1,1995,1,5,18000000
57,3,1981,1,5,14000000
39,2,1967,1,4,12700000
40,1,1984,4,5,14200000
76,4,1973,4,5,22000000
86,3,2008,6,9,25400000
33,1,1978,4,4,10400000
50,2,1978,2,5,16900000
70,3,1989,1,9,21000000
35,1,1984,5,5,11800000
90,3,1972,1,5,36000000
70,2,2015,3,15,29500000
96,2,2007,14,18,31000000
85,2,2015,10,15,22500000
54,2,2010,22,22,22500000
60,2,2015,3,12,16000000
66,2,2012,14,21,21500000
96,2,2007,10,18,28500000
62,2,2012,3,18,22500000
62,2,2012,16,18,21500000
28,1,2015,9,12,13000000
52,2,1983,4,5,18000000
46,2,1969,3,4,14000000
43,2,1974,5,5,12500000
68,2,2010,5,18,18000000
82,2,1995,9,10,21000000
49,2,1978,5,5,16000000
120,3,2011,13,21,126000000
140,2,2007,10,10,49500000
220,5,2015,5,12,155000000
172,7,1995,9,10,55000000
56,3,1981,1,5,13800000
42,2,1968,4,4,13500000
67,3,1970,3,4,18500000
53,2,1990,5,5,24000000
45,2,1978,4,5,14000000
73,2,1979,5,5,24000000
84,4,1982,1,5,26000000
63,2,1977,2,5,23000000
180,4,2007,11,13,68000000
43,1,1978,6,7,15300000
48,2,2014,3,5,17700000
60,3,1978,2,5,18500000
43,2,1974,5,5,12000000
55,2,1987,2,5,18200000
50,2,1987,5,5,17000000
58,3,1972,3,4,16200000
60,2,1989,6,9,17800000
61,3,1975,5,5,18500000
51,2,1989,2,5,21300000
43,2,1978,2,5,15300000
68,3,1986,9,9,16350000
43,2,1974,5,5,12300000
53,2,1961,3,4,17500000
41,2,1960,2,4,14500000
21,1,1982,1,5,4600000
23,1,1989,4,5,13000000
33,1,1978,5,5,10500000
68,3,1986,9,9,16000000
40,1,1986,9,9,11500000
25,1,1977,2,4,7500000
65,3,1989,5,5,23800000
40,1,1986,9,9,11500000
33,2,1977,2,4,10000000
13,1,1983,1,5,4000000
43,2,1978,4,5,15000000
43,2,1971,4,4,14190000
40,1,1989,9,9,11000000
36,1,1988,2,5,13800000
40,1,1986,3,9,13000000
34,1,1983,5,5,13400000
19,1,1956,2,3,5000000
80,4,1975,3,5,32000000
44,2,1973,3,5,15000000
43,2,1978,2,5,15500000
45,2,1982,5,5,14000000
33,1,1971,5,5,10800000
53,2,1981,5,5,14000000
31,1,1980,4,5,10300000
87,3,1975,2,5,34000000
64,3,1978,2,5,23600000
54,2,1960,4,4,18000000
50,2,1983,5,5,18425000
57,2,1986,3,9,21000000
58,2,2012,5,18,18300000
50,2,1977,8,8,19000000
66,2,2012,10,22,22000000
43,2,1972,4,5,15000000
82,2,1995,9,10,21000000
43,2,1975,5,5,14500000
52,2,1987,1,5,14000000
49,2,1978,5,5,16000000
43,2,1963,4,5,27000000
85,2,2010,2,20,31000000
272,6,2006,9,10,96000000
104,4,1985,5,5,39990000
43,2,1980,3,5,13500000
74,3,1974,5,5,23999999
62,3,1972,4,4,18800000
36,1,1987,2,5,13800000
35,1,1989,4,5,10000000
50,2,1994,3,5,13800000
50,2,2017,6,13,19300000
37,1,1996,9,10,12500000
151,4,2008,16,20,148000000
65,3,1975,4,5,23000000
98,2,2015,5,15,39900000
75,3,1975,5,5,23499999
41,2,1974,3,5,13000000
32,1,1969,3,4,12700000
40,1,1978,9,9,12500000
45,2,1974,5,5,13800000
42,2,1970,4,4,12500000
36,1,1987,4,9,12800000
34,1,1980,2,5,11000000
172,7,1995,9,10,55000000
63,3,1978,4,5,19350000
42,2,1976,3,5,13800000
31,1,1968,3,4,10500000
38,1,1979,5,5,13000000
59,2,2013,3,5,22500000
62,3,1973,1,4,18700000
45,2,1973,5,5,14500000
35,1,1980,4,5,6800000
35,1,1993,6,6,12000000
61,3,1974,2,5,19500000
74,4,1975,4,5,26000000
64,3,1976,2,5,20000000
35,1,1980,3,5,12500000
43,2,1978,2,5,14850000
42,1,1989,2,5,13300000
20,1,2014,9,9,8700000
42,2,1983,1,5,14300000
47,1,1990,8,12,14800000
140,3,2015,3,15,57000000
56,3,1981,1,5,13800000
73,3,1950,3,4,26000000
62,2,2012,3,18,22500000
44,2,1974,4,5,17000000
43,2,1979,5,5,14300000
40,1,1987,8,9,12400000
50,1,1970,8,8,17000000
20,1,1978,2,5,6000000
63,2,1977,4,5,22999999
105,4,1989,9,9,30000000
58,2,1977,8,8,30000000
60,3,1966,4,4,15400000
12,1,1981,4,5,4300000
12,1,1981,4,5,4300000
44,2,1974,1,5,13000000
47,1,1992,6,7,16300000
62,2,2012,16,18,21500000
43,2,1978,4,5,15000000
83,4,1962,4,4,32500000
63,2,1990,2,9,21000000
150,3,2015,2,12,110000000
96,3,1976,5,7,39500000
52,2,1988,3,9,17500000
43,2,1980,2,5,14000000
70,3,1985,9,9,27500000
61,3,1971,2,5,19000000
60,3,1977,4,7,19400000
40,1,1986,5,9,12000000
45,2,1958,2,2,11500000
43,2,1975,5,5,14000000
63,2,1982,1,1,11500000
60,3,1978,2,5,18500000
43,2,1974,5,5,12000000
52,2,1989,6,9,18000000
44,2,1973,5,5,12600000
40,1,1986,5,9,12500000
42,2,1976,3,5,13800000
45,2,1976,3,5,15300000
68,3,1973,1,4,17350000
44,2,1969,2,4,14500000
58,3,1967,2,4,19300000
48,2,1966,1,4,13000000
58,2,1998,5,9,21700000
70,2,2017,3,15,30000000
70,3,1989,4,9,19900000
70,3,1985,9,9,27500000
44,2,1978,4,5,14900000
52,2,1985,6,9,18350000
44,2,1976,5,5,14000000
72,3,1986,7,9,23500000
70,2,2015,13,18,22000000
50,1,1975,8,8,22000000
50,2,1989,3,5,18000000
51,1,1988,11,18,18900000
90,4,1985,2,5,35900000
42,2,1979,4,5,15500000
62,3,1975,5,5,16500000
35,1,1969,3,4,17500000
145,4,1986,6,9,55000000
78,3,1992,1,9,26000000
45,2,1976,1,5,15000000
32,1,1972,4,5,12500000
43,2,1974,5,5,12000000
33,1,1982,2,5,12800000
38,1,1986,2,9,14000000
38,1,1974,1,5,14800000
34,1,1991,2,5,17000000
75,2,2013,12,12,22500000
67,2,1985,9,9,26700000
50,2,1992,4,9,22000000
60,2,1980,3,9,26000000
48,2,1987,4,5,20000000
52,2,2007,9,17,26800000
43,2,1973,4,5,15350000
80,3,1970,2,4,25500000
37,1,1972,4,9,13000000
44,2,1977,4,5,15500000
45,2,1966,4,4,13350000
54,2,1980,4,5,18500000
92,3,2012,16,21,26000000
53,2,1981,4,5,18500000
67,3,1982,1,9,29500000
52,2,1985,8,9,19000000
56,3,1955,4,4,15900000
62,2,1987,2,5,20500000
60,2,1989,6,9,17500000
60,2,1989,6,9,17500000
21,1,1970,3,5,7000000
60,2,1987,6,9,17500000
60,2,1980,7,9,18000000
60,2,1989,6,9,17500000
60,2,1987,6,9,17500000
17,1,1983,4,5,5000000
55,2,2002,9,9,12200000
60,2,1980,7,9,18000000
36,1,1988,2,5,13800000
90,4,1977,2,5,28000000
70,3,1974,5,5,23500000
52,2,1986,4,5,14800000
32,1,1975,1,5,10500000
40,1,1988,9,9,10000000
50,2,1972,1,4,13000000
57,3,1978,5,5,15300000
39,1,1955,4,4,13000000
40,1,1988,9,9,9800000
62,2,1986,2,5,21500000
56,3,1973,2,5,16500000
113,3,1983,6,7,38500000
36,1,1956,3,4,11500000
48,2,1971,2,5,17300000
56,3,1970,4,4,14900000
52,2,1985,6,9,18000000
59,3,1964,4,4,15500000
72,2,2014,2,14,23000000
31,1,1978,1,5,9500000
75,3,1990,5,6,30000000
104,4,1988,3,12,38000000
31,1,1974,2,5,10500000
34,1,1987,4,5,12500000
42,1,1989,1,9,13300000
30,1,1985,1,5,10800000
70,3,1994,2,12,26000000
87,3,1967,4,7,30000000
33,1,1971,5,5,10800000
72,3,1996,7,9,20800000
