size,room,year,floor,top_floor,price
52,2,1987,3,5,16300000
40,2,1969,2,4,14850000
41,2,1977,5,5,14500000
66,2,1971,2,5,19000000
40,2,1966,4,4,12500000
45,2,1975,4,5,14500000
30,1,1972,2,5,11800000
45,2,1973,5,5,15000000
43,2,1978,2,5,15800000
76,4,1979,1,5,18500000
42,2,1974,5,5,12850000
45,2,1980,2,5,15850000
43,2,1963,1,4,26000000
57,2,1995,4,9,18700000
93,4,1980,6,9,39000000
45,2,1978,5,5,14000000
44,2,1976,3,5,15000000
33,1,1975,2,5,10800000
62,3,1972,4,4,16300000
75,3,2006,8,9,19500000
31,1,1979,3,5,9800000
35,1,1989,5,5,10900000
44,1,2007,6,9,12000000
59,2,1980,8,9,18000000
76,3,1979,4,9,25300000
73,3,1981,2,5,30000000
30,1,1980,1,5,9800000
60,3,1986,3,5,25500000
87,5,1979,1,5,29500000
56,2,1991,1,5,13000000
59,3,1968,1,5,16000000
55,2,1981,4,5,16000000
33,1,1980,4,5,11800000
50,2,1985,4,5,19300000
56,2,1991,1,5,13000000
45,1,1982,4,5,9000000
53,2,1989,5,55,16000000
53,2,1981,4,5,18500000
44,2,1969,3,4,13800000
50,2,1985,4,5,15000000
47,2,1975,3,5,14800000
87,3,2007,15,18,26800000
34,1,1980,2,5,11800000
52,2,1980,4,5,14500000
56,2,1991,1,5,13000000
43,2,1979,4,5,15600000
43,2,1978,4,5,15000000
70,3,1996,3,9,18500000
150,4,2006,10,13,67000000
30,1,1965,2,4,11300000
92,2,2008,5,18,45000000
36,1,1968,3,4,15500000
160,4,1982,7,9,46000000
60,2,2012,11,18,23000000
220,5,2007,9,20,106500000
40,1,1986,5,9,12500000
63,3,1992,1,5,29000000
18,1,1984,2,5,4600000
35,1,1980,3,5,12500000
124,3,2009,13,21,60426448
90,3,1954,2,3,38600000
175,4,1965,2,4,64000000
90,3,2011,9,10,37000000
82,3,1990,5,9,34000000
83,2,2006,2,6,49000000
220,5,2007,9,19,113000000
140,3,2009,11,20,40000000
75,4,1987,7,12,28500000
60,3,1984,2,5,16500000
51,2,1980,3,5,19700000
31,1,1968,3,4,10500000
85,4,1997,2,5,32500000
140,2,2007,10,10,49500000
75,2,2007,11,20,23800000
60,3,1973,1,5,17800000
110,4,1981,6,8,38700000
125,3,2015,4,13,49500000
70,3,1988,5,5,27000000
86,3,1979,4,5,47000000
180,4,2007,11,12,64000000
74,4,1973,4,5,24000000
38,1,1981,5,5,12900000
70,3,1982,5,5,24300000
70,3,1977,1,4,23500000
76,3,1980,4,9,25200000
75,3,1968,2,4,23700000
55,1,2008,14,18,18000000
90,4,1966,3,4,32000000
33,1,1971,5,5,10500000
31,2,1974,4,5,9800000
31,1,1985,1,5,10400000
33,1,1971,4,5,11500000
57,2,1962,3,4,24500000
63,3,1983,2,5,20000000
25,1,1982,4,5,7800000
34,2,1978,5,5,14500000
54,2,1986,8,9,19500000
98,5,1948,2,3,48450000
42,2,1965,4,4,13500000
42,2,1968,4,4,13500000
11,1,1975,3,4,4000000
33,1,1978,4,5,10700000
29,1,1967,5,5,14800000
43,2,1977,5,5,12000000
151,4,2008,16,20,150000000
63,3,1970,3,4,22500000
35,1,1963,3,4,13500000
46,2,1961,4,4,16300000
31,1,1974,3,4,12500000
39,1,1963,3,4,13800000
48,2,1971,5,5,18500000
38,1,1970,2,4,14300000
42,1,1987,2,5,15000000
65,3,1980,1,5,23000000
93,4,2014,17,21,32000000
66,2,2011,9,10,23500000
72,2,2012,2,18,23900000
41,1,1990,6,9,14500000
84,2,2012,15,18,29000000
108,3,1988,2,5,53000000
30,1,1985,3,5,14500000
65,3,1992,5,5,23000000
140,3,2011,5,20,72000000
165,3,2007,11,13,85000000
33,1,1963,4,4,11500000
44,2,1978,1,5,13500000
88,3,2008,6,9,25300000
95,4,2014,17,21,32000000
160,4,1981,4,5,54000000
73,3,1991,4,9,35000000
45,2,1976,5,5,14300000
38,2,1963,2,2,16000000
110,4,2001,1,5,46000000
14,1,1970,3,4,4000000
53,1,2015,4,15,14000000
73,2,1967,1,4,28500000
53,2,1980,5,5,18000000
63,2,2013,2,18,24500000
34,1,1967,3,4,20500000
64,3,1981,5,5,30000000
64,2,2014,6,9,24000000
42,2,1979,2,5,13300000
84,4,1997,2,5,32000000
137,4,2007,2,18,75500000
72,3,1966,3,4,31000000
66,3,2017,4,6,26300000
20,1,1979,4,5,7500000
50,2,1960,3,3,26000000
17,1,1983,4,5,5000000
13,1,1986,2,5,4000000
44,2,1977,5,5,18000000
13,1,1986,2,5,3900000
10,1,1974,5,5,4500000
32,1,1963,3,4,12000000
45,2,1985,1,5,20000000
134,3,2008,17,18,62000000
74,3,1967,1,4,42000000
90,3,2007,2,9,28000000
138,3,2015,9,13,38500000
61,3,1974,1,5,18300000
45,2,1974,5,5,14000000
60,3,1984,2,5,19300000
75,3,1986,7,9,23500000
17,1,1982,5,5,7000000
64,3,1983,4,5,18000000
85,3,2007,6,9,28000000
113,3,1975,6,7,40500000
44,1,2004,8,9,16500000
150,4,2006,15,18,93000000
44,2,1978,5,5,16000000
42,1,1975,2,5,23000000
58,3,1982,5,5,15800000
68,3,1973,1,4,18500000
58,3,1985,5,5,23000000
70,3,1988,8,9,28500000
20,1,1981,1,5,6000000
20,1,1981,1,5,6000000
70,3,1982,5,5,24000000
10,1,1981,1,4,4300000
33,1,1954,2,3,14500000
80,2,1954,4,4,32000000
52,2,1959,4,4,23000000
52,2,1957,3,3,31300000
31,1,1979,4,5,9900000
34,1,1985,3,5,16300000
42,2,1978,4,5,15300000
56,3,1993,2,6,21600000
31,1,1978,1,5,11000000
32,1,1970,4,4,12400000
44,2,1975,4,5,16300000
33,1,1971,5,5,11300000
39,1,1985,3,4,9700000
49,2,2017,11,16,17640000
42,2,1985,1,5,15300000
54,2,1980,4,7,18800000
45,2,1980,3,5,17800000
54,2,1983,5,9,15800000
44,2,1973,3,5,15300000
53,2,1982,4,5,18500000
52,2,1988,4,9,18200000
43,2,1974,5,5,12500000
58,2,1989,1,5,18000000
78,3,1985,3,4,19300000
55,2,1984,2,5,16800000
75,3,1985,3,4,22000000
31,1,1978,1,5,11000000
31,1,1978,1,5,11000000
32,1,1970,4,4,12400000
68,3,2014,6,21,25000000
44,2,1975,4,5,16300000
42,2,1978,4,5,15300000
49,2,2017,11,16,17640000
33,1,1971,5,5,11300000
39,1,1985,3,4,9700000
57,2,1986,4,5,25300000
70,3,1975,1,4,24300000
72,4,1973,4,5,21800000
44,2,1973,3,5,15300000
42,2,1985,1,5,15300000
53,2,1982,4,5,18500000
54,2,1980,4,7,18800000
52,2,1988,4,9,18200000
43,2,1974,5,5,12500000
54,2,1983,5,9,15800000
45,2,1980,3,5,17800000
43,2,1979,1,4,16000000
65,2,2013,1,18,20800000
55,2,2008,9,9,12000000
75,3,1985,2,9,28000000
81,4,1977,2,5,28700000
31,1,1979,3,5,9800000
66,3,1983,4,5,17500000
40,1,1988,2,5,15500000
48,2,1977,2,5,22000000
42,1,1991,4,9,11900000
58,2,1980,7,9,21900000
40,1,1977,6,9,14000000
55,2,1979,2,5,25000000
57,2,2012,13,21,20500000
54,2,1962,3,4,27000000
90,3,1983,3,5,23000000
47,2,1980,5,5,22350000
51,2,1989,1,5,21500000
77,3,1990,5,6,25000000
75,3,1984,3,6,26700000
80,3,1989,9,12,24700000
80,3,1990,5,9,32000000
69,3,1985,5,9,24500000
49,2,1994,2,5,16700000
38,1,1994,8,9,12800000
34,2,1966,4,4,15000000
57,2,2012,13,21,20500000
70,3,1995,5,9,24500000
38,2,1984,4,5,7000000
46,1,1989,6,12,17500000
70,2,2015,13,18,22500000
47,2,1975,3,5,14800000
54,2,2006,3,15,18600000
58,2,1980,7,9,21900000
54,2,1988,1,5,17350000
68,3,1983,2,5,22000000
67,3,1977,4,5,25500000
53,2,1993,2,5,17000000
65,2,1977,2,5,30000000
52,2,1983,3,5,18000000
70,3,1982,4,5,31000000
64,3,1978,1,4,20000000
75,3,1989,6,9,23000000
53,2,1980,1,5,18000000
67,2,2011,19,21,23500000
57,2,1986,3,9,20500000
33,1,1972,2,5,11500000
86,2,2012,6,15,22000000
50,2,1991,3,5,25500000
50,2,1991,3,5,25500000
33,1,1974,1,5,10700000
31,1,1974,2,5,10500000
33,1,1971,5,5,10500000
30,1,1975,1,5,10500000
30,1,1985,1,5,10700000
32,1,1974,2,5,11500000
47,2,1980,5,5,22350000
30,1,1975,1,5,10500000
31,1,1978,1,5,10000000
30,1,1985,1,5,10700000
55,2,1979,2,5,25000000
54,2,1962,3,4,27000000
32,1,1974,2,5,11500000
70,3,1988,6,9,20100000
33,1,1971,5,5,10500000
70,3,1995,5,9,24500000
62,3,1972,4,4,16300000
72,3,1990,4,6,21500000
100,4,1978,4,8,38500000
38,1,1994,8,9,12800000
40,1,1988,2,5,15500000
42,1,1991,4,9,11900000
30,1,1972,2,4,11000000
28,1,1974,4,4,8500000
31,1,1974,2,5,10500000
57,2,2012,13,21,20500000
70,3,1995,5,9,24500000
55,2,1950,1,2,28000000
65,3,1979,3,5,19500000
18,1,1979,5,5,5200000
49,2,1981,4,5,16000000
63,3,1983,5,5,16000000
50,2,1991,3,5,25250000
63,3,1979,4,5,19000000
46,1,1984,6,12,12300000
40,1,1988,5,5,15500000
43,2,1992,4,5,15500000
44,1,1994,5,5,12800000
63,2,1992,3,9,22000000
40,1,1986,6,9,12300000
39,1,1989,8,9,13000000
40,1,1986,6,9,12300000
35,1,1985,9,9,10800000
42,1,1991,4,9,11900000
38,1,1994,8,9,12800000
33,1,1995,1,5,10800000
54,2,1985,3,9,17500000
39,1,1989,8,9,13000000
33,1,1979,4,5,10500000
31,1,1974,2,5,10500000
53,2,1939,3,3,22500000
38,1,1994,8,9,12800000
41,1,1986,3,9,12800000
42,1,1986,5,9,12000000
42,1,1986,5,9,12000000
80,3,2016,8,16,30000000
53,2,1994,5,5,18500000
56,2,1972,3,4,22000000
50,2,1984,8,8,19850000
57,2,2012,13,21,20500000
52,2,1981,4,5,20500000
58,2,1998,1,5,19500000
70,3,1985,8,9,24000000
119,3,2015,5,12,33320000
33,1,1962,2,5,12000000
47,1,2012,5,5,12300000
75,3,1984,8,9,33500000
57,2,2012,13,21,20500000
90,4,1963,4,4,34000000
70,3,1985,8,9,24000000
31,1,1974,2,5,10500000
31,1,1979,4,5,9900000
31,1,1979,3,5,9800000
41,2,1965,2,4,20000000
36,1,1965,1,3,16000000
41,2,1965,2,4,20000000
45,1,2007,13,20,18500000
43,2,1979,5,5,14800000
86,3,2006,6,9,28000000
42,2,1975,5,5,15500000
61,3,1978,5,5,18500000
40,2,1963,3,4,15000000
33,1,1987,5,5,8500000
43,2,1963,2,4,14500000
18,1,1975,2,2,5500000
42,1,1969,1,4,21950000
52,2,1985,4,5,15700000
55,2,2008,9,9,12700000
50,2,1990,3,5,15300000
43,1,1995,8,9,23000000
48,2,1994,2,5,16500000
43,2,1974,5,5,12500000
42,2,1983,1,5,15500000
31,1,1977,2,5,10400000
43,2,1969,3,4,14600000
56,3,1977,4,5,19700000
58,3,1975,1,5,16350000
42,1,1975,2,5,21000000
63,3,1972,1,4,17350000
63,3,1975,2,5,18350000
55,3,1971,1,4,16000000
63,2,1982,3,9,24800000
67,3,1971,3,4,18800000
66,3,1980,2,5,16850000
60,3,1974,1,5,18850000
62,3,1974,1,4,18350000
58,3,1972,3,4,16800000
53,2,1989,5,5,16600000
59,3,1975,2,5,17850000
61,3,1971,4,4,19350000
45,2,1968,3,4,14000000
43,2,1969,3,4,14600000
43,2,1992,4,5,15500000
31,1,1974,2,5,10500000
48,2,1994,2,5,16800000
58,3,1972,3,4,16800000
48,2,1994,2,5,16800000
39,1,1990,8,9,14500000
67,3,1980,1,5,15300000
40,1,1977,6,9,14000000
57,2,2012,13,21,20500000
31,1,1977,2,5,10400000
48,1,1998,1,5,14000000
136,2,2010,8,19,136000000
41,1,1986,3,9,12800000
54,2,2006,3,15,18600000
42,1,2000,11,12,10600000
46,1,1984,6,12,12300000
39,1,1989,8,9,13000000
65,2,1977,2,5,30000000
64,3,1978,1,4,20000000
39,1,1989,8,9,13000000
145,3,2010,9,18,152000000
52,2,1978,6,7,16000000
57,2,2012,13,21,20500000
68,3,2014,6,21,25500000
42,1,1991,4,9,11900000
68,3,1981,2,5,23000000
75,3,1989,6,9,23000000
53,2,1993,2,5,17000000
52,2,1983,3,5,18000000
70,3,1982,4,5,31000000
67,3,1977,4,5,25500000
38,1,1994,8,9,12800000
70,3,1982,4,5,31000000
68,3,1981,2,5,23000000
70,3,1993,6,9,25990000
53,2,1993,2,5,17000000
67,3,1977,4,5,25500000
64,3,1978,1,4,20000000
75,3,1989,6,9,23000000
52,2,1983,3,5,18000000
65,2,1977,2,5,30000000
40,1,1977,6,9,14000000
67,2,2011,19,21,23500000
59,3,1981,5,5,15700000
70,3,1995,5,9,24500000
40,1,1955,4,4,12800000
47,2,1975,3,5,14800000
42,1,1975,2,5,20000000
30,1,1972,2,4,11000000
60,2,1960,3,3,38000000
86,3,1975,5,5,36000000
33,1,1972,2,5,11500000
33,1,1974,1,5,10700000
40,1,1979,6,9,11900000
70,3,1989,6,9,22000000
31,1,1974,2,5,10500000
30,1,1975,1,5,10500000
30,1,1985,1,5,10700000
70,3,1981,5,5,25000000
42,1,1975,2,5,21000000
33,1,1980,4,5,11500000
70,3,1988,8,9,28500000
33,1,1964,1,4,10800000
33,1,1980,4,5,11500000
79,2,2011,5,14,40000000
60,3,1980,4,5,19800000
69,3,1970,4,6,28000000
41,2,1981,3,5,20000000
55,2,2008,9,9,12700000
121,4,2015,6,14,80000000
34,1,1981,5,5,13500000
52,2,2008,9,9,13000000
120,3,2007,12,13,39700000
44,1,2001,7,9,12900000
59,3,1971,2,4,18000000
42,1,1985,7,9,14000000
47,2,1994,2,5,16500000
64,3,1987,3,5,22000000
34,1,1991,2,5,17000000
64,3,1980,2,5,23500000
93,2,2011,10,20,28000000
40,1,1990,8,9,14500000
172,4,2010,15,16,70000000
53,2,1980,8,9,18000000
51,2,1989,2,5,21800000
50,2,1988,5,5,22500000
52,2,1985,6,9,18800000
50,2,1991,3,5,24000000
80,2,1988,6,9,32000000
52,2,1981,4,5,18300000
53,2,1982,7,9,17500000
53,2,1985,2,9,19000000
65,2,1968,2,4,26500000
51,2,1982,4,5,20000000
60,2,1985,8,9,21500000
53,2,1989,1,5,20500000
54,2,1985,3,9,17500000
53,2,1981,4,5,18500000
101,3,2009,4,15,44000000
57,2,2001,5,10,22300000
60,2,2008,11,21,28500000
33,1,1970,3,4,11600000
52,2,1979,6,7,15300000
63,3,1983,3,5,17500000
72,3,1995,9,9,26000000
67,3,1975,2,5,17500000
15,1,1987,4,5,4500000
77,3,1990,2,9,23000000
72,2,1986,6,6,15400000
70,3,1981,5,5,24640000
90,3,1983,3,5,25000000
86,3,1973,5,5,24000000
40,1,1986,2,9,15200000
14,1,1984,4,5,4300000
41,2,1963,2,4,17000000
31,1,1974,2,5,10500000
31,1,1979,3,5,9800000
33,1,1980,3,5,10700000
31,1,1968,1,4,12700000
69,3,2014,10,10,27500000
52,2,1985,8,9,20000000
47,2,1980,5,5,22000000
35,1,1982,5,5,18000000
65,2,2012,12,18,25000000
23,1,1977,3,5,10500000
32,1,1979,4,4,10500000
47,2,1954,1,2,12000000
31,1,1964,4,4,10000000
130,5,1960,3,3,57600000
57,2,1980,3,5,19000000
114,3,2015,4,16,60000000
52,2,1984,3,5,27500000
65,3,1980,6,9,20300000
72,2,2012,6,18,28500000
32,1,1979,4,4,10500000
93,4,1986,6,9,45000000
100,3,2017,12,13,65000000
84,4,1997,2,5,32000000
40,1,1990,2,5,14000000
40,1,1964,2,3,13000000
38,1,1980,5,7,15000000
42,1,1985,3,5,14500000
43,2,1980,5,5,14000000
40,1,1988,2,5,14500000
43,2,1978,5,5,12000000
38,1,1985,2,5,14300000
43,2,1980,3,5,13500000
51,2,1985,2,4,21000000
64,3,1989,7,9,28000000
64,2,2012,18,18,24000000
114,3,2008,2,20,41000000
94,3,1978,8,8,56000000
19,1,2014,2,9,11500000
43,2,1980,3,4,20000000
68,3,1984,9,9,20200000
200,4,2002,2,6,125000000
300,7,2006,5,6,148500000
56,2,1985,4,9,19500000
31,1,1961,4,4,9500000
30,1,1972,2,4,11000000
13,1,1979,3,5,4699999
145,3,2007,16,20,54000000
42,2,1972,4,4,12800000
56,2,2012,21,21,23200000
28,1,1974,4,4,8500000
33,1,1972,2,5,11500000
33,1,1974,1,5,10700000
31,1,1974,2,5,10500000
51,2,1951,2,3,29000000
58,3,1980,5,5,16000000
30,1,1975,1,5,10500000
31,1,1978,1,5,10000000
31,1,1979,3,5,9800000
33,1,1967,4,5,14500000
30,1,1985,1,5,10700000
31,1,1978,5,5,10000000
32,1,1974,2,5,11500000
33,1,1971,5,5,10500000
64,3,1990,3,9,27000000
58,3,1978,1,4,17700000
100,3,1989,5,5,40000000
47,2,2017,8,8,19500000
86,3,1979,4,5,46800000
62,3,1965,2,4,20000000
60,2,1990,4,9,19000000
80,3,2015,5,10,39000000
19,1,2014,8,9,9000000
44,2,1977,5,5,17500000
17,1,1975,4,4,5000000
130,4,2000,2,6,64000000
33,1,1962,2,4,11900000
86,3,1986,3,9,40000000
37,1,1955,1,4,19000000
63,4,1962,3,4,22500000
63,3,1962,3,4,22500000
31,1,1980,4,5,10000000
43,2,1978,5,5,15500000
44,2,1973,3,5,15500000
44,2,1969,3,4,13800000
44,2,1973,4,5,15300000
61,2,2017,2,19,20000000
36,1,1956,3,4,11200000
90,3,1972,1,5,36000000
80,3,2015,7,10,33000000
87,3,1989,5,5,40000000
80,3,2010,5,18,32000000
73,3,1960,3,4,32000000
61,2,2012,16,18,21000000
75,3,1970,2,4,36000000
100,3,2012,12,18,31000000
72,3,1966,4,4,26500000
59,3,1971,1,4,15000000
58,3,1976,5,5,14800000
44,2,1976,5,5,14000000
44,2,1969,2,4,14500000
57,3,1974,5,5,15000000
20,1,1972,2,4,5000000
31,1,2017,6,8,13999000
47,2,2017,8,8,27600000
47,2,1994,2,5,16800000
52,2,1982,4,5,16500000
40,2,1980,1,5,13500000
44,2,1972,4,4,14000000
43,2,1969,2,4,13800000
20,1,1977,3,5,6000000
42,2,1979,4,5,15300000
43,2,1978,5,5,13000000
43,2,1978,5,5,13000000
45,2,1968,4,4,13200000
43,2,1974,3,4,13600000
75,2,2015,6,16,34000000
140,3,2008,5,20,48500000
70,3,1987,3,5,23000000
39,1,1984,6,9,14500000
65,3,1983,2,5,20000000
58,3,1972,1,5,15900000
58,3,1968,1,4,16000000
58,3,1973,3,5,17000000
49,2,1979,4,5,19300000
57,3,1974,5,5,15000000
58,3,1972,3,4,16200000
52,2,1979,2,4,20000000
66,2,1973,5,5,21645000
350,7,2006,5,6,180000000
56,3,1979,5,5,15000000
128,3,2016,3,13,35000000
57,2,1983,5,5,18100000
58,2,1985,5,5,18350000
59,3,1967,4,4,15500000
77,2,1987,5,7,30305000
79,3,2011,16,20,33000000
60,2,2013,3,18,22000000
140,2,2008,10,10,67200000
60,3,1975,5,5,15000000
63,3,1975,4,5,20600000
87,2,2008,6,21,36500000
86,4,1981,5,5,32500000
72,3,1991,4,8,28000000
56,3,1978,5,5,14500000
56,2,1985,4,9,19000000
73,3,2007,2,20,29000000
63,2,2013,6,22,25000000
63,2,2013,6,22,25000000
160,4,1981,4,5,54500000
50,2,1979,4,5,19000000
61,2,1978,5,5,30000000
73,2,2008,3,20,23000000
50,2,1982,5,5,25500000
50,2,1990,3,5,15000000
66,3,1981,3,5,16000000
43,2,1983,2,5,16500000
76,4,1978,5,5,23000000
61,3,1972,2,5,17000000
79,4,1975,3,5,29500000
59,3,1975,5,5,16800000
59,3,1969,3,4,17000000
75,3,1981,4,9,24000000
58,3,1972,3,4,16200000
61,3,1972,4,4,16000000
52,2,1980,3,5,23980500
43,2,1977,5,5,12000000
61,3,1972,4,4,16000000
46,2,1975,4,5,25000000
82,3,2015,6,9,27500000
43,2,1977,5,5,17000000
61,3,1972,2,5,17000000
59,3,1975,5,5,16800000
59,3,1969,3,4,17000000
60,3,1984,2,5,16500000
42,1,2000,11,12,10600000
35,1,1985,9,9,10800000
73,3,1991,1,9,22500000
60,2,2017,9,10,22000000
121,5,1972,4,5,60000000
53,2,1980,5,5,16500000
51,2,1987,1,5,21500000
52,2,1993,2,5,16900000
54,2,1981,1,5,14400000
43,2,1980,2,5,13999999
50,2,1978,2,5,16900000
41,2,1964,5,5,14500000
75,2,2014,5,7,42900000
43,2,1963,1,4,15300000
50,2,1985,5,5,17082000
34,1,1991,2,5,16096500
48,2,2012,13,15,15300000
128,3,2016,3,13,35000000
45,2,1963,1,4,15300000
109,3,2014,4,7,60000000
58,3,1976,4,5,20500000
30,1,1972,3,5,15800000
36,1,1987,4,5,12300000
152,4,2013,2,9,41000000
45,1,2007,5,9,12000000
56,2,1964,3,4,28730000
54,2,1964,2,4,35530000
35,1,1988,2,5,14300000
145,3,2012,17,21,31500000
125,3,2013,9,13,29000000
85,3,2010,4,15,21000000
18,1,1976,2,5,6000000
40,2,1969,2,4,16500000
79,3,1971,8,9,30060000
115,2,2013,5,10,41580000
66,2,2014,9,21,22300000
40,1,1985,2,5,14500000
45,2,1975,4,4,13500000
75,3,2007,20,20,25000000
43,2,1978,2,5,15500000
85,2,2010,4,15,21000000
42,1,1990,6,9,11400000
77,3,1977,3,5,28300000
50,1,1975,8,8,20000000
52,2,1977,4,7,18800000
45,2,1963,2,4,26400000
43,2,1971,4,4,14000000
72,3,2012,9,15,30000000
106,3,2012,1,18,36000000
33,1,1968,4,5,12000000
31,1,1970,3,4,11350000
64,3,1984,5,5,22500000
37,1,1986,1,5,11700000
30,1,1957,2,2,5900000
33,1,1971,5,5,10500000
42,2,1962,3,4,13200000
88,3,2008,6,9,25300000
31,1,1969,4,4,9500000
44,2,1963,4,4,12800000
40,2,1963,3,4,13500000
64,3,1981,4,5,19000000
45,2,1973,4,4,20800000
45,1,2008,5,20,16500000
42,1,1992,5,9,12900000
70,3,1990,4,5,20300000
40,1,1980,9,9,12300000
38,1,2001,8,13,10500000
73,4,1975,3,5,26300000
36,1,1984,4,5,14000000
31,1,1979,3,5,9800000
31,1,1978,5,5,10000000
33,1,1987,2,4,12400000
68,3,1981,1,5,23000000
50,2,1990,6,7,20500000
53,2,2011,13,21,18500000
79,4,1975,3,5,32000000
31,1,1986,5,9,12800000
31,1,1986,5,9,12800000
43,2,1963,4,4,12700000
21,1,1982,1,5,4600000
68,2,2018,2,14,29000000
33,1,1980,5,5,10990000
65,3,1960,1,2,11000000
18,1,1978,5,5,9500000
70,3,1974,5,5,23000000
33,1,1978,4,5,10700000
69,3,2000,4,6,27500000
33,1,1974,1,5,10700000
31,1,1974,2,5,10500000
30,1,1975,1,5,10500000
31,1,1978,1,5,10300000
30,1,1985,1,5,11000000
32,1,1974,2,5,11500000
33,1,1971,5,5,10500000
42,2,1970,4,4,12500000
70,4,1976,3,5,21000000
56,3,1972,3,4,18000000
36,2,1956,1,3,17000000
51,2,1975,6,9,17000000
87,3,2007,15,18,26800000
73,3,1967,1,4,28500000
53,1,2015,4,15,14000000
63,3,1983,2,5,19400000
72,3,1982,4,5,35000000
54,2,1981,1,5,14500000
52,2,2013,4,9,25000000
67,3,1987,6,9,20300000
54,2,1981,1,5,14500000
53,2,1985,9,9,18000000
30,1,1978,2,4,10000000
50,2,1994,5,5,16000000
44,2,1962,4,4,13200000
88,3,2008,6,9,25300000
88,3,2008,6,9,25300000
21,1,1977,4,5,9500000
85,2,2015,15,15,21000000
72,2,2012,2,18,23900000
47,2,1999,4,4,15700000
90,2,2015,11,12,25000000
45,2,1968,4,4,12000000
120,3,2009,4,17,56000000
68,3,1978,4,5,25000000
40,1,1986,3,9,12800000
66,2,2011,9,10,23500000
48,2,1973,4,5,18200000
59,2,2012,3,18,20000000
45,1,2005,7,9,17500000
80,4,1988,3,12,30000000
50,1,2013,1,18,18000000
53,2,1989,5,5,15300000
57,2,2015,6,15,16000000
66,2,2016,3,12,22000000
59,2,1977,7,7,23000000
38,1,1996,1,9,14000000
53,2,1959,1,2,18599777
78,4,1981,3,5,28500000
85,2,2013,8,15,24500000
53,1,2015,9,15,14300000
49,2,1985,4,5,20000000
66,2,2007,8,9,20000000
60,3,1974,1,5,18800000
55,3,1974,1,4,17500000
70,3,1985,8,9,21600000
60,2,1969,3,4,19000000
42,2,1983,1,5,14500000
90,3,2001,1,5,37500000
24,1,1960,1,2,8500000
47,2,1969,4,4,15000000
33,1,1972,2,5,11500000
33,1,1974,1,5,10700000
31,1,1974,2,5,10500000
31,1,1979,4,5,9900000
30,1,1975,1,5,10500000
31,1,1978,1,5,10000000
31,1,1979,3,5,9800000
30,1,1985,1,5,10700000
31,1,1978,5,5,10000000
32,1,1974,2,5,11500000
33,1,1971,5,5,10500000
110,4,1975,4,5,45000000
64,3,1983,1,5,22500000
58,3,1980,5,5,16000000
56,3,1981,4,5,20000000
52,2,1981,4,5,23500000
42,1,1992,5,9,13200000
56,3,1972,1,4,25000000
44,1,2001,7,9,12900000
70,3,1972,6,9,28000000
35,1,2017,12,13,13000000
63,3,1983,3,5,24500000
43,2,2014,3,5,18000000
101,3,2009,6,7,47000000
86,3,2007,6,9,28000000
71,3,1975,6,8,56000000
19,1,1977,2,5,5600000
44,2,1975,4,5,16300000
33,1,1967,4,2,13300000
56,3,1993,2,6,21600000
28,1,1974,2,4,9500000
43,2,1980,2,5,14000000
42,2,1978,4,5,15300000
44,2,1975,4,5,16300000
28,1,1974,2,4,9500000
56,3,1993,2,6,21600000
42,2,1978,4,5,15300000
49,2,2017,11,16,17640000
31,1,1978,1,5,11000000
32,1,1970,4,4,12400000
33,1,1971,5,5,11300000
39,1,1985,3,4,9700000
72,4,1973,4,5,21800000
70,3,1975,1,4,24300000
43,2,1974,5,5,12500000
57,2,1986,4,5,25300000
80,3,2016,8,16,30000000
43,2,1980,3,5,13500000
43,2,1962,3,4,18500000
74,3,1962,1,3,25000000
64,3,1980,2,5,18500000
31,2,1986,4,5,8000000
91,3,2016,4,12,25368000
33,1,1980,4,5,11000000
42,2,1961,4,4,16000000
59,3,1986,5,5,18000000
96,3,2010,9,13,39000000
59,3,1975,5,5,16000000
56,1,2016,11,15,15596000
64,2,1981,4,5,19200000
59,2,2015,2,12,16520000
72,2,1986,6,6,15400000
56,2,2015,12,15,15652000
90,2,2015,4,12,25368000
55,2,2016,10,15,15456000
47,1,2001,1,9,11000000
72,2,1986,6,6,15400000
42,2,1961,4,4,16000000
42,2,1961,4,4,16000000
90,4,1968,2,4,43200000
70,2,2015,3,16,29900000
50,2,1987,5,5,13500000
66,3,1974,1,5,15800000
60,2,1980,2,9,25000000
60,2,2015,3,12,17000000
138,4,2016,9,13,35880000
92,4,1991,2,9,29500000
33,1,1975,2,5,11000000
70,3,1985,9,9,27500000
73,3,1991,1,9,24300000
155,3,2012,5,19,68000000
58,3,1976,4,5,20500000
102,4,1981,5,5,45000000
30,1,1985,3,5,8000000
10,1,1979,1,4,4500000
20,1,2014,7,9,8500000
69,3,2014,10,10,27500000
70,3,1986,4,9,19800000
160,5,1981,3,5,71280000
151,3,2011,2,9,41500000
80,3,1984,7,9,27864000
65,3,1999,4,6,22680000
69,3,1986,4,5,28000000
87,3,2007,15,18,26500000
60,3,1958,1,5,20000000
60,2,1994,3,5,18500000
44,2,1973,4,4,14000000
53,2,1986,5,5,15500000
76,3,1948,2,3,27000000
44,2,1962,2,4,16000000
42,1,1987,2,5,15000000
72,3,1986,7,9,23500000
54,3,1978,2,5,25000000
114,3,2008,2,20,43000000
40,1,1987,5,5,11500000
22,1,1980,4,5,5500000
43,2,1963,4,4,13968700
44,1,1988,5,5,14000000
